Words,Tags,SentenceID
Tata,B-ORG,6
Consultancy,I-ORG,6
Services,I-ORG,6
Data,O,6
Analyst,O,6
Jul-10,O,6
tO,O,6
tILL,O,6
dATE,O,6
Infosys,O,6
Technical,O,6
Analyst,O,6
Jun-07,O,6
to,O,6
Jul-10,O,6
EDUCATIONAL,O,6
&,O,6
PROFESSIONAL,O,6
CREDENTIALS,O,6
Education,O,6
Board/University,O,6
Year,O,6
of,O,6
Passing,O,6
%,O,6
of,O,6
Marks,O,6
Secondary,O,6
MP,O,6
Board,O,6
1999,O,6
66,O,6
Higher,O,6
Secondary,O,6
MP,O,6
Board,O,6
2001,O,6
62,O,6
Bachelor,O,6
DAVV,O,6
Indore,O,6
2004,O,6
55,O,6
Masters,O,6
DAVV,O,6
Indore,O,6
2006,O,6
67,O,6
PROJECT,O,6
ANNEXURE,O,6
Company,O,6
Name:,O,6
TATA,B-ORG,6
CONSULTANCY,I-ORG,6
SERVICES,I-ORG,6
"LTD,",O,6
INDIA,O,6
Experience,O,6
SummaryKnowledge,O,6
of,O,6
Market,O,6
Basket,O,6
"Analysis,",O,6
Sentiment,B-TECH,6
Analysis,I-TECH,6
Auto,B-TECH,6
ARIMA,I-TECH,6
Mode,I-TECH,6
",",O,6
logistic,B-TECH,6
Regression,I-TECH,6
even,O,6
months,O,6
Onsite,O,6
(Australia),O,6
client,O,6
site,O,6
work,O,6
experience,O,6
on,O,6
RMS,O,6
and,O,6
CPS,O,6
project,O,6
Six,O,7
Sigma,O,7
Green,O,7
Belt,O,7
Certificate,O,7
course,O,7
with,O,7
A+,O,7
grade,O,7
from,O,7
Asian,O,7
Institute,O,7
Quality,O,7
Management,O,7
(UK,O,7
Accredited,O,7
Institute),O,7
Microsoft,O,8
Power,B-TOOL,8
BI,I-TOOL,8
CertifiedExperience,O,8
in,O,8
preparing,O,8
KPIs,O,8
and,O,8
MS,O,8
BI,O,8
Dashboard,O,8
Working,O,9
as,O,9
a,O,9
senior,O,9
team,O,9
member,O,9
in,O,9
Statistical,O,9
Operations,O,9
team,O,9
for,O,9
Retail,O,9
Measurement,O,9
Services,O,9
at,O,9
TCS,S-ORG,9
Nielsen,O,9
with,O,9
7,O,9
years,O,9
of,O,9
hands-on,O,9
experience,O,9
in,O,9
syndicated,O,9
market,O,9
research,O,9
from,O,9
design,O,9
of,O,9
"project,",O,9
documentation,O,9
and,O,9
execution,O,9
Quick,O,10
learner,O,10
and,O,10
a,O,10
good,O,10
team,O,10
player,O,10
Possess,O,11
good,O,11
analytical,O,11
and,O,11
problem,O,11
solving,O,11
qualities,O,11
Highly,O,12
motivated,O,12
individual,O,12
with,O,12
good,O,12
organizational,O,12
and,O,12
interpersonal,O,12
skills,O,12
Responsible,O,13
for,O,13
delivering,O,13
high,O,13
"quality,",O,13
in-depth,O,13
insights,O,13
by,O,13
analyzing,O,13
consumer,O,13
and,O,13
marketing,O,13
data,O,13
to,O,13
make,O,13
actionable,O,13
recommendations,O,13
Working,O,14
on,O,14
proprietary,O,14
databases,O,14
and,O,14
software,O,14
Developed,O,15
SAS,S-TOOL,15
SQL,S-TECH,15
"scripts,",O,15
MS,O,15
Power,B-TOOL,15
BI,I-TOOL,15
as,O,15
per,O,15
the,O,15
scope,O,15
to,O,15
have,O,15
dealt,O,15
with,O,15
large,O,15
volumes,O,15
of,O,15
data,O,15
on,O,15
regular,O,15
basis,O,15
Actively,O,16
involved,O,16
in,O,16
data,O,16
"extraction,",O,16
data,O,16
cleaning,O,16
and,O,16
setup/prepare,O,16
"workspace,",O,16
update/modify,O,16
SAS,S-TOOL,16
codes,O,16
and,O,16
performed,O,16
calibrations,O,16
and,O,16
generated,O,16
outputs,O,16
Communication,O,17
of,O,17
findings,O,17
to,O,17
the,O,17
Project,O,17
leaders,O,17
and,O,17
Business,O,17
"leaders,",O,17
and,O,17
raising,O,17
issues,O,17
to,O,17
"resolve,",O,17
to,O,17
ensure,O,17
efficient,O,17
closure,O,17
of,O,17
validation,O,17
of,O,17
simulation,O,17
and,O,17
universe,O,17
update,O,17
Project,O,18
Name,O,18
Microsoft,O,18
Digital,O,18
Store,O,18
Analytics,O,18
Client,O,18
TCS,S-ORG,18
External,O,18
Project),O,18
Role,O,18
Data,O,18
Analyst,O,18
Team,O,18
Size,O,18
8,O,18
SummaryDevelop,O,18
and,O,18
refresh,O,18
MS,O,18
BI,O,18
Dashboard,O,18
and,O,18
provide,O,18
insightDone,O,18
POC,O,18
(Proof,O,18
Of,O,18
Concept),O,18
using,O,18
Market,O,18
Basket,O,18
AnalysisPL,O,18
SQL,S-TECH,18
Scripts,O,18
writing,O,18
for,O,18
Data,O,18
Extraction,O,18
using,O,18
Sentiment,B-TECH,18
Analysis,I-TECH,18
joinson,O,18
online,O,18
customer,O,18
reviewLogistic,O,18
regression,O,18
to,O,18
Predict,O,18
Good,O,18
or,O,18
Bad,O,18
customer,O,18
BehaviorData,O,18
Extraction,O,18
using,O,18
"(Left,",O,18
"Right,",O,18
Inner,O,18
"join,",O,18
full,O,18
Join),O,18
form,O,18
SQL,S-TECH,18
and,O,18
update,O,18
Database,O,18
Languages,O,18
R,O,18
Special,O,18
Tools,O,18
Power,B-TOOL,18
BI,I-TOOL,18
MS,B-TOOL,18
Excel,I-TOOL,18
Database,O,18
SQL,S-TECH,18
Project,O,18
Name,O,18
Client,O,18
Measurement,O,18
science,O,18
team,O,18
Role,O,18
Support,O,18
BAU,O,18
Team,O,18
Size,O,18
5,O,18
SummaryHandling,O,18
BAU,O,18
weekly/monthly,O,18
production,O,18
process,O,18
for,O,18
SENAP,O,18
Countries,O,18
Managing,O,19
day,O,19
to,O,19
day,O,19
operations,O,19
seamlessly,O,19
and,O,19
timely,O,19
SLA,O,19
delivery,O,19
Project,O,20
"design,",O,20
Statistical,O,20
operations,O,20
and,O,20
execution,O,20
Actively,O,21
involved,O,21
in,O,21
modern,O,21
trade,O,21
enhancements,O,21
projects,O,21
as,O,21
per,O,21
business,O,21
requirement,O,21
and,O,21
conduct,O,21
analysis,O,21
to,O,21
check,O,21
the,O,21
impact,O,21
before,O,21
and,O,21
after,O,21
injection,O,21
of,O,21
new,O,21
retailers,O,21
Developing,O,22
SQL,S-TECH,22
Scripts,O,22
for,O,22
data,O,22
extraction,O,22
from,O,22
data,O,22
repository,O,22
(retail,O,22
factory),O,22
for,O,22
analysis,O,22
Developing,O,23
SAS,S-TOOL,23
codes,O,23
as,O,23
per,O,23
requirement,O,23
and,O,23
conducting,O,23
analysis,O,23
To,O,24
perform,O,24
trend,O,24
ability,O,24
checks,O,24
n,O,24
markets,O,24
to,O,24
check,O,24
the,O,24
trends,O,24
of,O,24
markets,O,24
previous,O,24
year,O,24
by,O,24
checking,O,24
and,O,24
analyzing,O,24
sample,O,24
stores,O,24
count,O,24
for,O,24
different,O,24
periods,O,24
for,O,24
corresponding,O,24
market,O,24
Responsible,O,25
for,O,25
validating,O,25
and,O,25
checking,O,25
of,O,25
projections,O,25
factors,O,25
before,O,25
populating,O,25
the,O,25
data,O,25
into,O,25
retail,O,25
factory,O,25
Responsible,O,26
for,O,26
implementation,O,26
of,O,26
panel,O,26
setup,O,26
and,O,26
checking,O,26
impact,O,26
results,O,26
on,O,26
live,O,26
panel,O,26
Finding,O,27
data,O,27
quality,O,27
errors,O,27
and,O,27
sending,O,27
the,O,27
same,O,27
to,O,27
data,O,27
audit,O,27
people,O,27
to,O,27
correct,O,27
errorsImpact,O,27
analysis,O,27
using,O,27
SAS,S-TOOL,27
programDecisions,O,27
making,O,27
for,O,27
Estimating,O,27
stores,O,27
based,O,27
on,O,27
quality,O,27
check,O,27
by,O,27
using,O,27
SASLogic,O,27
check,O,27
of,O,27
Data,O,27
of,O,27
allocated,O,27
countries,O,27
at,O,27
different,O,27
indexes,O,27
and,O,27
categories,O,27
by,O,27
using,O,27
SAS,O,27
programResponsible,O,27
for,O,27
developing,O,27
SAS,O,27
codes,O,27
independently,O,27
for,O,27
BAU,O,27
tasks,O,27
and,O,27
ad-hoc,O,27
activities,O,27
Conducting,O,28
in-depth,O,28
analysis,O,28
of,O,28
data,O,28
and,O,28
communicate,O,28
the,O,28
findings,O,28
to,O,28
client,O,28
and,O,28
root,O,28
cause,O,28
analysis,O,28
To,O,29
perform,O,29
all,O,29
the,O,29
validation,O,29
on,O,29
Data,O,29
using,O,29
"EXCEL,",O,29
SQL,S-TECH,29
&,O,29
SAS,S-TOOL,29
before,O,29
providing,O,29
final,O,29
sign,O,29
off,O,29
of,O,29
the,O,29
project,O,29
Train,O,30
the,O,30
associates,O,30
and,O,30
Coordinate,O,30
complete,O,30
project,O,30
planning,O,30
and,O,30
execution,O,30
of,O,30
migration,O,30
projects,O,30
Run,O,31
the,O,31
QC,O,31
steps,O,31
in,O,31
RETAIL,O,31
FACTORY,O,31
(Nielsen,O,31
tool),O,31
Languages,O,32
"R,",O,32
SAS,S-TOOL,32
Special,O,32
Tools,O,32
Power,B-TOOL,32
BI,I-TOOL,32
Database,O,32
SQL,S-TECH,32
OTHER,O,32
DETAILS,O,32
Date,O,32
of,O,32
Birth:,O,32
8,O,32
14-10-2019,O,32
Language,O,32
Proficiency:,O,32
"English,",O,32
Hindi,O,32
Nithin,O,33
Gopinadh's,O,33
Profile,O,33
DEEPNA,B-PER,33
CP,I-PER,33
8,O,33
-7327,O,33
"B1-803,",O,33
Imperial,O,33
"Tower,",O,33
Sipcot,O,33
"Entrance,",O,33
Sirusseri,O,33
Contact:,O,33
91,O,33
9400521890,O,33
(,O,33
mail:,O,33
xxxxxxxxxxxxxxxxxxx,O,33
SYSTEM,O,33
ENGINEER,O,33
4+,O,33
Years,O,33
experience,O,33
in,O,33
CTO,O,33
Enable,O,33
"Team,",O,33
Conversational,O,33
Experiences,O,33
Team,O,33
PROFILECurrent,O,33
Role,O,33
System,O,33
Engineer,O,33
and,O,33
works,O,33
for,O,33
"TLG,",O,33
Conversational,O,33
Experiences,O,33
team,O,33
of,O,33
TATA,B-ORG,33
Consultancy,I-ORG,33
Services,I-ORG,33
Ltd,O,33
TCS,S-ORG,34
(Education,O,34
Detail:,O,34
Holds,O,34
distinction,O,34
in,O,34
BTech,O,34
–,O,34
Computer,O,34
Science,O,34
(Kannur,O,35
University)Roles,O,35
done,O,35
in,O,35
your,O,35
Career:,O,35
4,O,35
years,O,35
of,O,35
IT,O,35
experience,O,35
in,O,35
the,O,35
areas,O,35
of,O,35
Project,O,35
maintenance,O,35
and,O,35
"Support,",O,35
Performance,O,35
"Analysis,",O,35
Business,O,35
"Analysis,",O,35
Solution,O,35
"Architecture,",O,35
Software,O,35
Engineering,O,35
TECHNICAL,O,36
SKILLSDevelopment,O,36
Tool,O,36
Eclipse,S-TOOL,36
SVN,S-TOOL,36
Visual,B-TOOL,36
studio,I-TOOL,36
pgadminLanguages,O,36
Core,B-TECH,36
Java,I-TECH,36
Basics,O,36
of,O,36
C#,S-TECH,36
C++,S-TECH,36
HTML,S-TECH,36
XML,S-TECH,36
JavaScript,S-TECH,36
AngularJS,S-TECH,36
NodeJS,S-TECH,36
atabase,O,36
SQL,S-TECH,36
PostgreSQLServers/Portal,O,36
"Tomcat,",O,36
"JBOSS,",O,36
"Bugzilla,",O,36
solrOperating,O,36
System,O,36
Windows,O,36
"XP,",O,36
Windows,O,36
"7,Windows",O,36
"10,Linux",O,36
PROFESSIONAL,O,36
EXPERIENCE,O,36
TCS,S-ORG,36
System,O,36
Engineer,O,36
4,O,36
02-201tO,O,36
8,O,36
07-201KCMS,O,36
Teacher,O,36
Jul-13,O,36
to,O,36
Dec-13,O,36
EDUCATIONAL,O,36
&,O,36
PROFESSIONAL,O,36
CREDENTIALS,O,36
Education,O,36
Board/University,O,36
Year,O,36
of,O,36
Passing,O,36
%,O,36
of,O,36
Marks,O,36
Secondary,O,36
Matriculation,O,36
2007,O,36
94,O,36
Higher,O,36
Secondary,O,36
State,O,36
Board,O,36
2009,O,36
94,O,36
Bachelor,O,36
Kannur,O,36
University,O,36
2013,O,36
76,O,36
TRAININGAttented,O,36
session,O,36
on,O,36
Microsoft,O,36
cognitive,O,36
and,O,36
chatbot,O,36
services,O,36
PROJECT,O,36
ANNEXURE,O,36
Company,O,36
Name:,O,36
TATA,B-ORG,36
CONSULTANCY,I-ORG,36
SERVICES,I-ORG,36
"LTD,",O,36
INDIA,O,36
Roles&,O,36
Responsibilities:,O,36
Exploring,O,36
Conversational,O,36
TechnologiesExploring,O,36
conversational,O,36
services,O,36
provided,O,36
by,O,36
various,O,36
technologies,O,36
mainly,O,36
Apple,O,36
and,O,36
preparing,O,36
documents,O,36
out,O,36
of,O,36
it,O,36
Conduct,O,37
Knowledge,O,37
sharing,O,37
session,O,37
for,O,37
the,O,37
explored,O,37
technology,O,37
for,O,37
the,O,37
entire,O,37
team,O,37
Developed,O,38
and,O,38
showed,O,38
a,O,38
demo,O,38
for,O,38
a,O,38
voice,O,38
enable,O,38
navigation,O,38
dashboard,O,38
for,O,38
LBG,O,38
team,O,38
Have,O,39
worked,O,39
using,O,39
the,O,39
cognitive,O,39
services,O,39
offered,O,39
by,O,39
Microsoft,O,39
and,O,39
developed,O,39
the,O,39
same,O,39
using,O,39
visual,O,39
studio,O,39
c#,O,39
Has,O,40
done,O,40
a,O,40
POC,O,40
for,O,40
Scottish,O,40
Power,O,40
using,O,40
TCS,S-ORG,40
internal,O,40
asset,O,40
K-Samvad,O,40
Created,O,41
bots,O,41
in,O,41
Dialog,O,41
flow,O,41
(using,O,41
node,O,41
js),O,41
Created,O,42
bots,O,42
in,O,42
Microsoft,O,42
bot,O,42
framework,O,42
(using,O,42
node,O,42
js),O,42
Company,O,43
Name:,O,43
TATA,B-ORG,43
CONSULTANCY,I-ORG,43
SERVICES,I-ORG,43
"LTD,",O,43
INDIA,O,43
Roles&,O,43
Responsibilities:,O,43
Development,O,43
and,O,43
TestingDevelopment,O,43
of,O,43
a,O,43
module,O,43
of,O,43
the,O,43
project,O,43
which,O,43
involves,O,43
solr,O,43
"searching,",O,43
and,O,43
to,O,43
make,O,43
the,O,43
framework,O,43
generic,O,43
to,O,43
support,O,43
for,O,43
any,O,43
NLP,O,43
and,O,43
configurator,O,43
development,O,43
Configuration,O,44
and,O,44
testing,O,44
of,O,44
the,O,44
application,O,44
for,O,44
different,O,44
POCHave,O,44
created,O,44
scripts,O,44
to,O,44
automate,O,44
the,O,44
project,O,44
deployment,O,44
in,O,44
Git,S-TOOL,44
ab,O,44
Project,O,45
Name,O,45
K-Samvad,O,45
Client,O,45
TCS,S-ORG,45
Internal,O,45
Project),O,45
Role,O,45
Developer/Tester,O,45
Team,O,45
Size,O,45
10,O,45
Summary,O,45
K-Samvad,O,45
is,O,45
a,O,45
conversation,O,45
engine,O,45
and,O,45
a,O,45
chatbot,O,45
framework,O,45
that,O,45
enables,O,45
chat,O,45
based,O,45
user,O,45
interface,O,45
to,O,45
an,O,45
application,O,45
The,O,46
application,O,46
front-end,O,46
is,O,46
the,O,46
client,O,46
to,O,46
K-Samvad;,O,46
it,O,46
accepts,O,46
natural,O,46
language,O,46
text,O,46
from,O,46
the,O,46
"user,",O,46
passes,O,46
it,O,46
to,O,46
"K-Samvad,",O,46
receives,O,46
a,O,46
text,O,46
response,O,46
and,O,46
presents,O,46
it,O,46
back,O,46
to,O,46
the,O,46
user,O,46
The,O,47
text,O,47
can,O,47
be,O,47
accompanied,O,47
by,O,47
supporting,O,47
artefacts,O,47
in,O,47
the,O,47
form,O,47
of,O,47
"images,",O,47
"audio,",O,47
"video,",O,47
or,O,47
simply,O,47
any,O,47
file,O,47
Languages,O,48
Core,B-TECH,48
Java,I-TECH,48
Java,O,48
"Script,",O,48
Angular,O,48
"JS,",O,48
Spring,O,48
framework,O,48
Special,O,48
Tools,O,48
SQL,S-TECH,48
PL/,O,48
Git,S-TOOL,48
Eclipse,S-TOOL,48
solr,O,48
Database,O,48
PostgreSQL,O,48
OS/Software/Server,O,48
"Windows,",O,48
tomcat,O,48
Company,O,48
Name:,O,48
TATA,B-ORG,48
CONSULTANCY,I-ORG,48
SERVICES,I-ORG,48
"LTD,",O,48
INDIA,O,48
Roles&,O,48
Responsibilities:,O,48
Development,O,48
",Support",O,48
and,O,48
TestingPlayed,O,48
key,O,48
role,O,48
in,O,48
supporting,O,48
and,O,48
maintaining,O,48
the,O,48
project,O,48
as,O,48
part,O,48
of,O,48
which,O,48
have,O,48
done,O,48
extensive,O,48
support,O,48
for,O,48
the,O,48
users,O,48
Took,O,49
ownership,O,49
for,O,49
completing,O,49
performance,O,49
testing,O,49
and,O,49
web,O,49
security,O,49
clearance,O,49
Played,O,50
key,O,50
role,O,50
in,O,50
setting,O,50
up,O,50
the,O,50
instances,O,50
and,O,50
giving,O,50
demos,O,50
to,O,50
new,O,50
users,O,50
Technologies,O,51
involved:,O,51
"Java,",O,51
Struts,O,51
MVC,O,51
framework,O,51
and,O,51
extJS,O,51
",",O,51
SQL,S-TECH,51
"Postgre,",O,51
"Bugzilla,",O,51
SVN,S-TOOL,51
Active,O,51
MQ,O,51
Project,O,51
Name,O,51
DDME,O,51
Client,O,51
TCS,S-ORG,51
Internal,O,51
Project),O,51
Role,O,51
"Developer,",O,51
"Support,",O,51
Testing,O,51
and,O,51
maintenance,O,51
Team,O,51
Size,O,51
2,O,51
Summary,O,51
Distributed,O,51
Development,O,51
and,O,51
Management,O,51
Environment,O,51
(DDME),O,51
is,O,51
a,O,51
solution,O,51
which,O,51
promotes,O,51
company,O,51
wide,O,51
collaborative,O,51
problem-solving,O,51
Provides,O,52
an,O,52
open,O,52
source,O,52
type,O,52
of,O,52
software,O,52
development,O,52
platform,O,52
wherein,O,52
project,O,52
managers,O,52
can,O,52
create,O,52
any,O,52
tasks,O,52
and,O,52
assign,O,52
it,O,52
to,O,52
any,O,52
individual,O,52
or,O,52
share,O,52
it,O,52
in,O,52
open,O,52
pool,O,52
Associates,O,53
can,O,53
pick,O,53
up,O,53
any,O,53
task,O,53
that,O,53
they,O,53
are,O,53
comfortable,O,53
"with,",O,53
complete,O,53
it,O,53
and,O,53
check-in,O,53
the,O,53
task,O,53
artefacts,O,53
Languages,O,54
Core,B-TECH,54
Java,I-TECH,54
Struts,O,54
MVC,O,54
framework,O,54
and,O,54
extJS,O,54
Special,O,54
Tools,O,54
Tools,O,54
:,O,54
"psql,",O,54
"Bugzilla,",O,54
SVN,S-TOOL,54
Active,O,54
"MQ,",O,54
"Putty,",O,54
Mobaxterm,O,54
Database,O,54
SQL,S-TECH,54
PostgreO/s/Software/Server,O,54
"Linux,",O,54
JBOSS,O,54
Company,O,54
Name:,O,54
TATA,B-ORG,54
CONSULTANCY,I-ORG,54
SERVICES,I-ORG,54
"LTD,",O,54
INDIA,O,54
Other,O,54
worked,O,54
projects,O,54
Roles&,O,54
Responsibilities:,O,54
DeveloperHave,O,54
created,O,54
a,O,54
small,O,54
application,O,54
using,O,54
Applet,O,54
which,O,54
can,O,54
be,O,54
used,O,54
to,O,54
check,O,54
compilation,O,54
errors,O,54
for,O,54
a,O,54
code,O,54
written,O,54
in,O,54
C,O,54
language,O,54
Played,O,55
a,O,55
developer,O,55
role,O,55
in,O,55
a,O,55
project,O,55
called,O,55
Mail,O,55
Processing,O,55
Help,O,55
Desk,O,55
(MPHD),O,55
Was,O,56
involved,O,56
in,O,56
developing,O,56
Login,O,56
Module,O,56
and,O,56
Email,O,56
composing,O,56
module,O,56
(using,O,57
AngularJS,S-TECH,57
and,O,57
java),O,57
Was,O,58
involved,O,58
as,O,58
a,O,58
developer,O,58
for,O,58
a,O,58
Project,O,58
called,O,58
OPTRA,O,58
Done,O,58
backend,O,58
coding,O,58
for,O,58
an,O,58
interface,O,58
layer,O,58
which,O,58
can,O,58
read,O,58
the,O,58
required,O,58
files,O,58
for,O,58
the,O,58
application,O,58
and,O,58
place,O,58
it,O,58
in,O,58
required,O,58
folders,O,58
in,O,58
proper,O,58
format,O,58
and,O,58
run,O,58
the,O,58
application,O,58
Played,O,59
a,O,59
developer,O,59
role,O,59
in,O,59
a,O,59
Project,O,59
called,O,59
INX,O,59
Was,O,59
responsible,O,59
for,O,59
to,O,59
creating,O,59
datasets,O,59
which,O,59
can,O,59
be,O,59
used,O,59
as,O,59
a,O,59
training,O,59
data,O,59
for,O,59
the,O,59
INX,O,59
OTHER,O,59
DETAILS,O,59
Date,O,59
of,O,59
Birth:,O,59
13-09-1991,O,59
Language,O,59
Proficiency:,O,59
"Malayalam,",O,59
"English,",O,59
"Hindi,",O,59
Tamil,O,59
Nithin,O,60
Gopinadh's,O,60
Profile,O,60
DEBANKUR,B-PER,60
SAHA,I-PER,60
8,O,60
4,O,60
3,O,60
(9,O,60
Contact:,O,60
91,O,60
8981532992,O,60
(,O,60
mail:,O,60
xxxxxxxxxxxxxxxxxxxxxxx,O,60
SYSTEMS,O,60
ENGINEER,O,60
3+,O,60
Years,O,60
of,O,60
experience,O,60
in,O,60
Insurance,O,60
and,O,60
Banking,O,60
domains,O,60
in,O,60
Automation,O,60
Testing,O,60
and,O,60
Development,O,60
EXPERIENCE,O,60
SUMMARYSystem,O,60
Engineer,O,60
in,O,60
Conversational,O,60
Experiences,O,60
team,O,60
of,O,60
TATA,B-ORG,60
Consultancy,I-ORG,60
Services,I-ORG,60
Ltd,O,60
TCS,S-ORG,61
(BTech,O,61
in,O,61
Electronics,O,61
and,O,61
Communication,O,61
Engineering(Netaji,O,61
Subhash,O,61
Engineering,O,61
College)Nearly,O,61
3,O,61
years,O,61
of,O,61
IT,O,61
experience,O,61
Worked,O,62
primarily,O,62
in,O,62
Automation,O,62
Testing,O,62
Have,O,63
been,O,63
involved,O,63
in,O,63
POC,O,63
for,O,63
Hybrid,O,63
Android,O,63
application,O,63
Development,O,63
and,O,63
also,O,63
Developing,O,63
Excel,O,63
Macro,O,63
Applications,O,63
for,O,63
Process,O,63
Improvement/Value,O,63
Add,O,63
Technical,O,64
skills,O,64
include,O,64
Machine,O,64
Learning,O,64
using,O,64
Python,S-TECH,64
VBA,S-TECH,64
Java,S-TECH,64
HTML,S-TECH,64
CSS,S-TECH,64
Javascript,S-TECH,64
Have,O,65
experience,O,65
in,O,65
working,O,65
with,O,65
Windows,O,65
and,O,65
Linux,O,65
machines,O,65
TECHNICAL,O,66
SKILLSDevelopment,O,66
Tool,O,66
Eclipse,S-TOOL,66
Visual,B-TOOL,66
studio,I-TOOL,66
Git,S-TOOL,66
PyCharm,S-TECH,66
Jupyter,S-TOOL,66
IntelliJ,O,66
IDEALanguages,O,66
Core,B-TECH,66
Java,I-TECH,66
"HTML,",O,66
"XML,",O,66
"JavaScript,",O,66
"AngularJS,",O,66
"NodeJS,",O,66
PythonDatabase,O,66
SQLOperating,O,66
System,O,66
Windows,O,66
"XP,",O,66
Windows,O,66
"7,Windows",O,66
"10,Linux(Ubuntu)",O,66
PROFESSIONAL,O,66
EXPERIENCE,O,66
TCS,O,66
System,O,66
Engineer,O,66
Sep-15,O,66
tO,O,66
Jul-18,O,66
EDUCATIONAL,O,66
&,O,66
PROFESSIONAL,O,66
CREDENTIALS,O,66
Education,O,66
Board/University,O,66
Year,O,66
of,O,66
Passing,O,66
%,O,66
of,O,66
Marks,O,66
Secondary,O,66
West,O,66
Bengal,O,66
Board,O,66
of,O,66
Secondary,O,66
Education,O,66
2009,O,66
82,O,66
77,O,67
Higher,O,67
Secondary,O,67
West,O,67
Bengal,O,67
Council,O,67
of,O,67
Higher,O,67
Secondary,O,67
Education,O,67
2011,O,67
79,O,67
8,O,68
2Bachelor,O,68
Maulana,O,68
Abdul,O,68
Kalam,O,68
Azad,O,68
University,O,68
of,O,68
Technology(formerly,O,68
WBUT),O,68
2015,O,68
3,O,68
5,O,69
TRAININGAttended,O,69
training,O,69
on,O,69
Machine,O,69
Learning,O,69
FoundationsCertified,O,69
in,O,69
Udacity,O,69
Machine,O,69
Learning,O,69
Nanodegree,O,69
PROJECT,O,69
ANNEXURE,O,69
Company,O,69
Name:,O,69
TATA,B-ORG,69
CONSULTANCY,I-ORG,69
SERVICES,I-ORG,69
"LTD,",O,69
INDIARoles&,O,69
Responsibilities:,O,69
Exploring,O,69
Conversational,O,69
Technologies/Computer,O,69
VisionDeveloping,O,69
API,O,69
for,O,69
document,O,69
scanning,O,69
using,O,69
OpenCVIntegrating,O,69
available,O,69
options,O,69
of,O,69
either,O,69
Microsoft,O,69
Azure,O,69
or,O,69
Google,O,69
Cloud,O,69
Vision,O,69
API,O,69
to,O,69
perform,O,69
OCR,O,69
for,O,69
the,O,69
uploaded,O,69
documents,O,69
Project,O,69
Name,O,69
Client,O,69
Norwegian,O,69
Bank,O,69
Role,O,69
Developer,O,69
Team,O,69
Size,O,69
2,O,69
Summary,O,69
The,O,69
client,O,69
has,O,69
a,O,69
chatbot,O,69
created,O,69
using,O,69
IBM,O,69
Watson,O,69
The,O,70
task,O,70
is,O,70
to,O,70
find,O,70
a,O,70
solution,O,70
to,O,70
use,O,70
the,O,70
chatbot,O,70
as,O,70
an,O,70
interface,O,70
and,O,70
implement,O,70
OCR,O,70
on,O,70
documents,O,70
uploaded,O,70
through,O,70
the,O,70
bot,O,70
Languages,O,71
Python,S-TECH,71
OpenCV,O,71
Special,O,71
Tools,O,71
IBM,O,71
Watson,O,71
OS/Software/Server,O,71
"Windows,",O,71
Ubuntu,O,71
